PC1,PC2,target
0.5820810457391389,5.0010327884352765,0.011499820918204876
0.58170877001837,4.9998629489926865,0.029710265035085937
0.5815734357711643,4.99992243135489,0.009539960883255441
0.3851152811937514,5.138750613120607,-0.09403462447649943
1.0180682934770349,6.864810685182334,0.07927735200966299
1.1264019298596475,6.501251231206051,-0.14500123147475488
0.9478007656063239,6.696672741678876,-0.02468223523576437
1.1234422523981138,6.492339178375403,-0.13342588349623222
0.7744053076199076,6.219894878060681,0.14146935333316155
-0.9238090139521111,2.245567932978163,0.01725893326633763
-0.937624161957479,2.279889849249074,-0.013949004711653756
-0.9294731893646666,2.239565933562526,-0.04843573940879664
-0.8104482103941575,2.27879142816513,-0.06429329744918175
-0.935761164350154,2.2673683016336046,-0.1001214289644553
-0.9437827480704366,2.265834190615197,-0.0008294956654186244
-0.9433635472048183,2.26393727705049,-0.0476678404207127
-0.8222737408450964,2.1717157583802553,0.017372643984509075
-0.8714108659404425,2.231456212007901,-0.02765736578751833
-0.9295960581144922,2.265506548789738,-0.07787119186138325
-0.8821316352273456,2.2257890591696654,-0.050626685528738495
-0.7473315145947004,2.1559726141777222,0.019060742852095674
-0.9308684459619729,2.269661439337956,-0.027475196122957755
-0.9324370961122648,2.289479072111753,-0.10137559085407266
-0.9634890712676212,2.059957492166322,-0.08652950912830405
-0.873053710309714,2.0185182394407066,-0.07328752900727235
-0.9889372070455322,2.1322738846466343,-0.11059736826592738
-0.9933597231124696,2.061560551812115,-0.07879399867799483
-0.9585412695098332,2.0836830746936474,-0.02614658823194464
-0.9432361345836164,2.07258348508691,0.018208827536353327
-0.8072489167286759,1.9928625666859003,0.06135092766982592
-1.0024150191076802,2.1121417596078276,-0.04473002150749481
-1.0002516330953881,2.05317614537424,-0.06321061891530111
-0.9551585714300936,2.071443088850697,-0.056077265567492214
-1.1078955662667591,1.7890537035539387,-0.07275458151164306
-1.101227280320691,1.7734767635320445,-0.11667027290152368
-1.0348501361342053,1.7758468955160367,-0.14500123147475488
-1.0944016838666082,1.8102900229394094,-0.07251412395184302
-1.1046214830069438,1.7923089884916321,0.003881073322463896
-0.9784182982609007,1.6981389413769017,-0.05923667427441873
-1.0902872809945257,1.7848536237827604,-0.09805944763136047
-1.0676078877086146,1.7698383748610536,0.039190641594625805
-0.9373984354729865,1.6283736935960105,-0.029771982193639638
-1.0536008246408248,1.771206648946403,-0.12654526393216867
-1.0925335388123023,1.7792646819329787,-0.12915527243317027
-1.1014929583763593,1.7569070644084694,-0.059624818066358276
-1.092985128187805,1.7006314600458128,-0.03800440301022337
-1.1213475177277463,1.8058433377029022,-0.025715052607514614
-0.9862456988282302,1.803363055303634,-0.14500123147475488
-1.1143649049340514,1.8018528231401492,-0.05672162737004801
-1.0586698208591119,1.7570220368429923,-0.0063364060107538285
-1.1263761348594925,1.8108968005591741,-0.08487923386827997
-0.998652998018456,1.696743892808183,0.04071184695182275
-0.9632722842400452,1.666713172274203,0.01602564044011012
-1.0986333358914042,1.7607631536444337,-0.038095996313162316
-1.1182748527090336,1.7650125504158403,-0.09431827157465908
-0.9244982455199415,1.667741920709943,-0.022816323115855738
-1.1198011616692474,1.7562962172175516,-0.09089617940169298
-1.1118765129139419,1.7582773131574825,0.013068622592228196
-0.9269471513342031,1.656795292753699,-0.11674874615724234
-1.0889199735152981,1.7120766144717436,-0.1102991528731819
-1.1169271512377386,1.839765116559493,-0.05392474061619745
-1.3622391347685703,1.0305838062503787,-0.03184849342291842
-1.3622703630588104,1.0297226703514386,0.0259088806733042
-1.3623963113780833,1.029475987547588,-0.018226296461702658
-1.3744413573329821,1.046411829610175,-0.116827337837667
-1.2891883657378,1.0021457197994703,0.005782464391873453
-1.3770881697076558,1.0721871734391393,-0.10433068805502692
-1.3583838591018444,0.9648619634341894,-0.03813813379425859
-1.2828384995617685,0.9741326637791418,-0.03146751178664767
-1.2506470323088201,1.0581492707257798,-0.076109205265034
-1.3718983712679627,1.0066504431082333,-0.031863878742005726
-1.3835264712240911,1.045640158432114,0.08008944082766974
-1.2335954293386906,0.9466947316553994,-0.06168025059653893
-1.305662303264712,1.0029200095446618,-0.05952003290871191
-1.3465126411705972,1.0228945263739058,-0.02900062543233648
-1.3473392766669974,1.021460824543948,0.0070306132694172895
-1.3520401063590577,0.9132130016035095,-0.06341569106345421
-1.4767278253143166,0.8763698869124691,-0.048744881734817086
